Open,Volume,date_FE,AAPL,AMZN,GOOGL,JP-MRGN,M-SOFT,NTFLX,NVDA,TSLA,VISA,Date,Company,Predicted_Close
39.087502,64500400,47,1,0,0,0,0,0,0,0,0,10/12/17,AAPL,39.20327149
39.945,75989200,50,1,0,0,0,0,0,0,0,0,10/17/17,AAPL,40.0324949
39.227501,84828400,56,1,0,0,0,0,0,0,0,0,10/25/17,AAPL,39.29701341
40.9725,178803200,59,1,0,0,0,0,0,0,0,0,10/30/17,AAPL,40.8120598
43.5,237594400,63,1,0,0,0,0,0,0,0,0,11/3/17,AAPL,43.19396263
43.7775,100582000,68,1,0,0,0,0,0,0,0,0,11/10/17,AAPL,43.80522328
43.259998,99130000,70,1,0,0,0,0,0,0,0,0,11/14/17,AAPL,43.29288625
42.759998,87598000,73,1,0,0,0,0,0,0,0,0,11/17/17,AAPL,42.82284335
43.34,102355600,76,1,0,0,0,0,0,0,0,0,11/22/17,AAPL,43.36712677
43.575001,105715200,79,1,0,0,0,0,0,0,0,0,11/28/17,AAPL,43.59466716
43.157501,166665600,80,1,0,0,0,0,0,0,0,0,11/29/17,AAPL,43.03039293
43.119999,130169600,83,1,0,0,0,0,0,0,0,0,12/4/17,AAPL,43.08260304
41.875,114240000,85,1,0,0,0,0,0,0,0,0,12/6/17,AAPL,41.87916915
42.299999,141095200,88,1,0,0,0,0,0,0,0,0,12/11/17,AAPL,42.23937098
43.407501,160677200,92,1,0,0,0,0,0,0,0,0,12/15/17,AAPL,43.29889228
43.720001,117684400,93,1,0,0,0,0,0,0,0,0,12/18/17,AAPL,43.71551796
43.717499,93902400,95,1,0,0,0,0,0,0,0,0,12/20/17,AAPL,43.77145346
43.5425,83799600,96,1,0,0,0,0,0,0,0,0,12/21/17,AAPL,43.62163944
42.525002,85992800,99,1,0,0,0,0,0,0,0,0,12/27/17,AAPL,42.60170677
42.630001,103999600,101,1,0,0,0,0,0,0,0,0,12/29/17,AAPL,42.66356965
42.540001,102223600,102,1,0,0,0,0,0,0,0,0,1/2/18,AAPL,42.57840368
43.1325,118071600,103,1,0,0,0,0,0,0,0,0,1/3/18,AAPL,43.13178189
43.587502,82271200,106,1,0,0,0,0,0,0,0,0,1/8/18,AAPL,43.67394485
43.637501,86336000,107,1,0,0,0,0,0,0,0,0,1/9/18,AAPL,43.71436186
43.290001,95839600,108,1,0,0,0,0,0,0,0,0,1/10/18,AAPL,43.3447816
44.474998,118263600,111,1,0,0,0,0,0,0,0,0,1/16/18,AAPL,44.47439954
44.842499,124773600,113,1,0,0,0,0,0,0,0,0,1/18/18,AAPL,44.8261969
43,156572000,119,1,0,0,0,0,0,0,0,0,1/26/18,AAPL,42.91198592
41.7925,188923200,123,1,0,0,0,0,0,0,0,0,2/1/18,AAPL,41.62958455
40.487499,130196800,131,1,0,0,0,0,0,0,0,0,2/13/18,AAPL,40.47228906
